Name,NetWorth,Country,Source,Rank,Age,Industry
W. Herbert Hunt,2.0,United States,oil,1580,92.0,Energy
George Joseph,2.0,United States,insurance,1580,99.0,Finance & Investments
Ke Yunfeng & family,2.0,China,retailing,1580,54.0,Healthcare
Sergei Kolesnikov,2.0,Russia,building materials,1580,49.0,Manufacturing
Thomas Lee,2.0,United States,private equity,1580,77.0,Finance & Investments
Peter Leibinger,2.0,Germany,machine tools,1580,54.0,Manufacturing
Regine Leibinger,2.0,Germany,machine tools,1580,58.0,Manufacturing
Nicola Leibinger-Kammueller,2.0,Germany,manufacturing,1580,61.0,Manufacturing
Solomon Lew,2.0,Australia,retail,1580,76.0,Fashion & Retail
Li Yong,2.0,China,education,1580,47.0,Media & Entertainment
Liu Yachao,2.0,China,education,1580,40.0,Service
Jeffrey Lorberbaum,2.0,United States,flooring,1580,66.0,Manufacturing
Jed McCaleb,2.0,United States,cryptocurrency,1580,46.0,Finance & Investments
Craig McCaw,2.0,United States,telecom,1580,71.0,Telecom
Miao Yongjun,2.0,China,clinical diagnostics,1580,53.0,Healthcare
Robert Miller,2.0,Canada,electronics components,1580,75.0,Technology
Charles Munger,2.0,United States,Berkshire Hathaway,1580,97.0,Finance & Investments
David Nahmad,2.0,Monaco,art collection,1580,73.0,Fashion & Retail
Jonathan Nelson,2.0,United States,private equity,1580,64.0,Finance & Investments
Pierre Karl Péladeau,2.0,Canada,media,1580,59.0,Media & Entertainment
Kevin Plank,2.0,United States,Under Armour,1580,48.0,Fashion & Retail
Alberto Prada,2.0,Italy,luxury goods,1580,67.0,Fashion & Retail
Marina Prada,2.0,Italy,luxury goods,1580,75.0,Fashion & Retail
Mahendra Prasad,2.0,India,pharmaceuticals,1580,81.0,Healthcare
Jennifer Pritzker,2.0,United States,"hotels, investments",1580,70.0,Finance & Investments
Linda Pritzker,2.0,United States,"hotels, investments",1580,67.0,Service
Igor Rybakov,2.0,Russia,building materials,1580,48.0,Manufacturing
Sathien Setthasit,2.0,Thailand,energy drinks,1580,66.0,Food & Beverage
Mikhail Shelkov,2.0,Russia,titanium,1580,52.0,Metals & Mining
Shen Xiqiang & family,2.0,China,chemical,1580,73.0,Energy
Thaksin Shinawatra,2.0,Thailand,investments,1580,71.0,Finance & Investments
Martua Sitorus,2.0,Indonesia,palm oil,1580,61.0,Manufacturing
Sylvia Stroeher,2.0,Germany,cosmetics,1580,65.0,Fashion & Retail
Alexander Svetakov,2.0,Russia,real estate,1580,53.0,Finance & Investments
Stanley Tang,2.0,United States,food delivery app,1580,28.0,Technology
Tang Xiuguo,2.0,China,manufacturing,1580,57.0,Manufacturing
Alain Taravella,2.0,France,real estate development,1580,73.0,Real Estate
Wichai Thongtang,2.0,Thailand,investments,1580,74.0,Real Estate
Arvind Tiku,2.0,India,"oil & gas, investments",1580,51.0,Energy
Hamdi Ulukaya,2.0,Turkey,greek yogurt,1580,48.0,Food & Beverage
Georg von Opel,2.0,Switzerland,"real estate, investments",1580,54.0,Finance & Investments
Wang Chaobin,2.0,China,real estate,1580,65.0,Real Estate
Wang Zhenghua,2.0,China,budget airline,1580,76.0,Service
Wei Ing-Chou,2.0,Taiwan,"food, beverages",1580,67.0,Food & Beverage
Horst Wortmann,2.0,Germany,footwear,1580,79.0,Fashion & Retail
Wu Junbao,2.0,China,education,1580,55.0,Service
Wu Kai,2.0,China,batteries,1580,53.0,Energy
Amy Wyss,2.0,United States,medical equipment,1580,50.0,Healthcare
Xue Xiangdong & family,2.0,China,software,1580,62.0,Technology
Yan Zhi,2.0,China,real estate,1580,48.0,Real Estate
William Young,2.0,United States,plastics,1580,80.0,Manufacturing
Zhang Xuansong,2.0,China,supermarkets,1580,49.0,Fashion & Retail
Noubar Afeyan,1.9,United States,biotech,1664,58.0,Healthcare
Aziz Akhannouch & family,1.9,Morocco,"petroleum, diversified",1664,60.0,Diversified
Joao Alves de Queiroz Filho,1.9,Brazil,pharmaceuticals,1664,68.0,Diversified
Andrey Andreev,1.9,United Kingdom,online dating,1664,47.0,Technology
Felix Baker,1.9,United States,biotech investing,1664,52.0,Finance & Investments
Julian Baker,1.9,United States,investing,1664,54.0,Finance & Investments
Lee Bass,1.9,United States,"oil, investments",1664,64.0,Energy
Andrey Blokh,1.9,Russia,cannabis,1664,57.0,Manufacturing
Josef Boquoi & family,1.9,Germany,frozen foods,1664,87.0,Food & Beverage
Nicola Bulgari,1.9,Italy,luxury goods,1664,80.0,Fashion & Retail
Chen Shiliang,1.9,China,polyester,1664,57.0,Manufacturing
Chen Tei-fu,1.9,Taiwan,herbal products,1664,72.0,Fashion & Retail
Chung Yong-jin,1.9,South Korea,retail,1664,52.0,Fashion & Retail
Thierry Cruanes,1.9,United States,software,1664,53.0,Technology
Benoit Dageville,1.9,United States,software,1664,54.0,Technology
Beda Diethelm,1.9,Switzerland,hearing aids,1664,80.0,Healthcare
James Dinan,1.9,United States,hedge funds,1664,61.0,Finance & Investments
Mark Dixon,1.9,United Kingdom,office real estate,1664,61.0,Real Estate
Bulent Eczacibasi,1.9,Turkey,"pharmaceuticals, diversified",1664,71.0,Diversified
Fred Ehrsam,1.9,United States,cryptocurrency exchange,1664,32.0,Finance & Investments
Francois Feuillet,1.9,France,"motorhomes, RVs",1664,72.0,Automotive
Robert Fisher,1.9,United States,Gap,1664,67.0,Fashion & Retail
"William Foley, II.",1.9,United States,★,1664,76.0,Finance & Investments
Gao Yi & family,1.9,China,pharmaceuticals,1664,52.0,Healthcare
Gao Yu,1.9,China,information technology,1664,51.0,Technology
Sanjiv Goenka,1.9,India,diversified,1664,60.0,Diversified
Surjit Kumar Gupta,1.9,India,electrical equipment,1664,79.0,Manufacturing
Yusuf Hamied,1.9,India,pharmaceuticals,1664,84.0,Healthcare
Shmuel Harlap,1.9,Israel,automotive,1664,76.0,Automotive
Bill Haslam,1.9,United States,gas stations,1664,62.0,Fashion & Retail
Roberto Hernandez Ramirez,1.9,Mexico,banking,1664,79.0,Finance & Investments
Stanley Hubbard,1.9,United States,DirecTV,1664,87.0,Media & Entertainment
Arthur Irving,1.9,Canada,oil,1664,91.0,Energy
Hamilton James,1.9,United States,investments,1664,69.0,Finance & Investments
Jiang Zhaobai,1.9,China,real estate,1664,57.0,Real Estate
Ke Jinlong & family,1.9,China,retailing,1664,51.0,Healthcare
Ke Kangbao & family,1.9,China,retailing,1664,58.0,Healthcare
Michael Kim,1.9,United States,private equity,1664,57.0,Finance & Investments
Ipek Kirac,1.9,Turkey,diversified,1664,36.0,Diversified
Kurt Krieger,1.9,Germany,furniture retailing,1664,73.0,Fashion & Retail
Christopher Kwok,1.9,Hong Kong,real estate,1664,35.0,Real Estate
Edward Kwok,1.9,Hong Kong,real estate,1664,40.0,Real Estate
Alexis Lê-Quôc,1.9,United States,cloud computing,1664,46.0,Technology
Li Guangyu,1.9,China,education,1664,57.0,Service
Li Hongjing,1.9,China,auto parts,1664,53.0,Automotive
Li Jiaquan,1.9,China,chemicals,1664,57.0,Manufacturing
Li Min,1.9,China,semiconductor,1664,55.0,Technology
Lin Dingqiang & family,1.9,Hong Kong,real estate,1664,54.0,Real Estate
Louise Lindh,1.9,Sweden,investments,1664,41.0,Diversified
Yusaku Maezawa,1.9,Japan,online retail,1664,45.0,Technology
Anand Mahindra,1.9,India,diversified,1664,65.0,Diversified
Willy Michel,1.9,Switzerland,medical devices,1664,74.0,Healthcare
Lachhman Das Mittal,1.9,India,tractors,1664,90.0,Automotive
Ermirio Pereira de Moraes,1.9,Brazil,diversified,1664,88.0,Diversified
Maria Helena Moraes Scripilliti,1.9,Brazil,diversified,1664,90.0,Diversified
Stefan Olsson,1.9,Sweden,diversified,1664,72.0,Diversified
Peng Yongdong,1.9,China,real estate,1664,41.0,Real Estate
Olivier Pomel,1.9,France,cloud computing,1664,44.0,Technology
Larry Robbins,1.9,United States,hedge funds,1664,51.0,Finance & Investments
Brian Roberts,1.9,United States,Comcast,1664,61.0,Media & Entertainment
Christopher Rokos,1.9,United Kingdom,hedge fund,1664,50.0,Finance & Investments
S.D. Shibulal,1.9,India,software services,1664,66.0,Technology
Evgeny (Eugene) Shvidler,1.9,United States,"oil & gas, investments",1664,57.0,Energy
Frank Slootman,1.9,United States,software,1664,62.0,Technology
Sergio Stevanato,1.9,Italy,medical packaging,1664,78.0,Healthcare
Kevin Systrom,1.9,United States,Instagram,1664,37.0,Technology
David Teoh & family,1.9,Australia,telecom,1664,65.0,Telecom
Patrizio Vinciarelli,1.9,United States,electronic components,1664,74.0,Technology
Todd Wagner,1.9,United States,online media,1664,60.0,Media & Entertainment
Wan Long,1.9,China,food,1664,80.0,Food & Beverage
Wang Jian,1.9,China,healthcare services,1664,67.0,Technology
Wang Jilei,1.9,China,logistics,1664,56.0,Logistics
Wang Junshi & family,1.9,China,solar energy,1664,72.0,Manufacturing
Wei Yin-Chun,1.9,Taiwan,"food, beverages",1664,64.0,Food & Beverage
Wei Yin-Heng,1.9,Taiwan,"food, beverages",1664,62.0,Food & Beverage
Stephen Winn,1.9,United States,real estate services,1664,74.0,Real Estate
Gordon Wu,1.9,Hong Kong,real estate,1664,85.0,Real Estate
Yang Xuegang,1.9,China,coking,1664,56.0,Manufacturing
Yu Huijiao,1.9,China,package delivery,1664,55.0,Logistics
Zeng Kaitian,1.9,China,online games,1664,46.0,Technology
Changpeng Zhao,1.9,China,cryptocurrency exchange,1664,45.0,Finance & Investments
Zhu Xingliang,1.9,China,construction,1664,61.0,Construction & Engineering
Anita Zucker,1.9,United States,chemicals,1664,69.0,Manufacturing
Mohamed Al Fayed,1.8,Egypt,"retail, investments",1750,92.0,Fashion & Retail
Leslie Alexander,1.8,United States,sports team,1750,77.0,Sports
Joachim Ante,1.8,Germany,game software,1750,38.0,Technology
Roman Avdeev,1.8,Russia,"banking, development",1750,53.0,Finance & Investments
Arun Bharat Ram,1.8,India,chemicals,1750,80.0,Manufacturing
O. Francis Biondi,1.8,United States,hedge funds,1750,56.0,Finance & Investments
John Bloor,1.8,United Kingdom,"real estate, manufacturing",1750,77.0,Diversified
Vladimir Bogdanov,1.8,Russia,oil,1750,69.0,Energy
David Booth,1.8,United States,mutual funds,1750,75.0,Finance & Investments
Cai Mingtong,1.8,China,electronic components,1750,69.0,Technology
Yvon Chouinard,1.8,United States,Patagonia,1750,82.0,Fashion & Retail
Jack Cockwell,1.8,Canada,"real estate, private equity",1750,80.0,Finance & Investments
Kommer Damen,1.8,Netherlands,shipbuilding,1750,77.0,Manufacturing
D. Leopoldo Del Pino,1.8,Spain,construction,1750,58.0,Construction & Engineering
Jamie Dimon,1.8,United States,banking,1750,65.0,Finance & Investments
Robert Duggan,1.8,United States,pharmaceuticals,1750,76.0,Healthcare
Faruk Eczacibasi,1.8,Turkey,"pharmaceuticals, diversified",1750,66.0,Diversified
N. Murray Edwards,1.8,Canada,oil & gas,1750,61.0,Energy
Anthony Eisen,1.8,Australia,fintech,1750,49.0,Finance & Investments
Ali Erdemoglu,1.8,Turkey,carpet,1750,61.0,Manufacturing
James France,1.8,United States,"Nascar, racing",1750,76.0,Sports
Mario Gabelli,1.8,United States,money management,1750,79.0,Finance & Investments
Reinold Geiger,1.8,Austria,beauty products,1750,73.0,Fashion & Retail
Rolf Gerling,1.8,Germany,insurance,1750,66.0,Finance & Investments
Ali Ghodsi,1.8,Sweden,data analytics,1750,42.0,Technology
Carl Hansen,1.8,Canada,biotech,1750,47.0,Healthcare
He Xinming family,1.8,China,ceramic,1750,65.0,Manufacturing
William Heinecke,1.8,Thailand,hotels,1750,71.0,Real Estate
Brian Higgins,1.8,United States,hedge funds,1750,56.0,Finance & Investments
David Hindawi,1.8,United States,software,1750,76.0,Technology
Drew Houston,1.8,United States,cloud storage service,1750,38.0,Technology
Thomas James,1.8,United States,finance,1750,78.0,Finance & Investments
Stephen Jarislowsky,1.8,Canada,money management,1750,95.0,Finance & Investments
Jin Huiming,1.8,China,real estate,1750,68.0,Real Estate
Willis Johnson,1.8,United States,damaged cars,1750,73.0,Automotive
Dmitry Kamenshchik,1.8,Russia,airport,1750,52.0,Service
Ihor Kolomoyskyy,1.8,Ukraine,"banking, investments",1750,58.0,Diversified
Marc Lasry,1.8,United States,hedge funds,1750,60.0,Finance & Investments
Lee Boo-jin,1.8,South Korea,Samsung,1750,50.0,Service
Lei Jufang,1.8,China,pharmaceuticals,1750,68.0,Healthcare
Wolfgang Leitner,1.8,Austria,engineering,1750,68.0,Construction & Engineering
Li Rucheng,1.8,China,apparel,1750,69.0,Fashion & Retail
Vincent Lo,1.8,Hong Kong,real estate,1750,72.0,Real Estate
Lv Dalong,1.8,China,telecom services,1750,59.0,Telecom
Joao Roberto Marinho,1.8,Brazil,media,1750,67.0,Media & Entertainment
Jose Roberto Marinho,1.8,Brazil,media,1750,65.0,Media & Entertainment
Roberto Irineu Marinho,1.8,Brazil,media,1750,73.0,Media & Entertainment
Miao Shouliang,1.8,China,real estate,1750,66.0,Real Estate
Romano Minozzi,1.8,Italy,"utilities, diversified",1750,86.0,Diversified
Nick Molnar,1.8,Australia,fintech,1750,30.0,Finance & Investments
Oei Hong Leong,1.8,Singapore,investments,1750,73.0,Finance & Investments
Kazuo Okada,1.8,Japan,casinos,1750,78.0,Gambling & Casinos
John Oyler,1.8,United States,biotech,1750,53.0,Healthcare
Husnu Ozyegin,1.8,Turkey,"finance, diversified",1750,76.0,Finance & Investments
Tor Peterson,1.8,United States,commodities,1750,56.0,Metals & Mining
Jorge Pinheiro Koren de Lima,1.8,Brazil,"hospitals, health insurance",1750,48.0,Healthcare
Candido Pinheiro Koren de Lima Junior,1.8,Brazil,"hospitals, health insurance",1750,50.0,Healthcare
Pu Zhongjie & family,1.8,China,medical equipment,1750,58.0,Healthcare
Qin Long,1.8,China,tire,1750,55.0,Manufacturing
Alvaro Saieh Bendeck,1.8,Chile,banking,1750,71.0,Finance & Investments
Glenn Sanford,1.8,United States,real estate brokerage,1750,54.0,Real Estate
Leonard Schleifer,1.8,United States,pharmaceuticals,1750,68.0,Healthcare
Shang Xiaobo & family,1.8,China,Manufacturing,1750,47.0,Manufacturing
Shi Wen-long,1.8,Taiwan,plastics,1750,93.0,Manufacturing
Shi Yifeng,1.8,China,medical cosmetics,1750,47.0,Healthcare
Sergei Studennikov,1.8,Russia,"liquor stores, supermarkets",1750,54.0,Fashion & Retail
Sun Guangxin,1.8,China,diversified,1750,58.0,Diversified
Henry Swieca,1.8,United States,hedge funds,1750,63.0,Finance & Investments
Tan Yu Yeh,1.8,Malaysia,retail,1750,50.0,Fashion & Retail
Torbjorn Tornqvist,1.8,Sweden,oil trading,1750,67.0,Energy
Martin Viessmann,1.8,Germany,heating and cooling equipment,1750,67.0,Manufacturing
Wei Lidong & family,1.8,China,software,1750,45.0,Technology
Kanye West,1.8,United States,"music, sneakers",1750,43.0,Fashion & Retail
Wu Bo,1.8,China,machinery,1750,66.0,Manufacturing
Wu Kaiting,1.8,Hong Kong,electronics,1750,51.0,Telecom
Wu Xushun & family,1.8,China,internet,1750,72.0,Diversified
Xu Guozhong & family,1.8,China,Motors,1750,57.0,Manufacturing
Yang Tingdong,1.8,China,brewery,1750,60.0,Food & Beverage
Zhang Xuexin & family,1.8,China,aluminum,1750,73.0,Metals & Mining
Zhang Yubai,1.8,China,wine,1750,56.0,Food & Beverage
Zhao Weiguo,1.8,China,IT products,1750,54.0,Technology
Chirayu Amin,1.7,India,pharmaceuticals,1833,74.0,Healthcare
Marc Andreessen,1.7,United States,venture capital investing,1833,49.0,Finance & Investments
Vasily Anisimov,1.7,Russia,real estate,1833,69.0,Metals & Mining
Sabrina Benetton,1.7,Italy,"fashion retail, investments",1833,47.0,Fashion & Retail
Nicolas Berggruen,1.7,United States,investments,1833,59.0,Finance & Investments
Alex Birkenstock,1.7,Germany,shoes,1833,52.0,Fashion & Retail
Christian Birkenstock,1.7,Germany,shoes,1833,48.0,Fashion & Retail
Henadiy Boholyubov,1.7,Ukraine,"banking, investments",1833,59.0,Diversified
Peter Buck,1.7,United States,Subway sandwich shops,1833,90.0,Food & Beverage
Saket Burman,1.7,United Kingdom,consumer goods,1833,44.0,Food & Beverage
Stewart Butterfield,1.7,Canada,messaging software,1833,48.0,Technology
Giuliana Caprotti,1.7,Italy,supermarkets,1833,80.0,Food & Beverage
Marina Caprotti,1.7,Italy,supermarkets,1833,43.0,Food & Beverage
R.G. Chandramogan,1.7,India,dairy,1833,72.0,Food & Beverage
Richard Chang,1.7,Taiwan,"real estate, electronics",1833,74.0,Real Estate
Chao Teng-hsiung,1.7,Taiwan,real estate,1833,76.0,Real Estate
Chen Guoxiang & family,1.7,China,real estate,1833,70.0,Real Estate
Tony Chen,1.7,Taiwan,electronics,1833,71.0,Technology
Chen Wenyuan & family,1.7,China,testing equipment,1833,53.0,Technology
Chen Xueling,1.7,China,stationery,1833,53.0,Manufacturing
Cheng Xianfeng,1.7,China,pharmaceuticals,1833,52.0,Healthcare
Daniel Chiu,1.7,Hong Kong,oil & gas,1833,60.0,Energy
Ivan Chrenko,1.7,Slovakia,real estate,1833,53.0,Real Estate
Brunello Cucinelli & family,1.7,Italy,fashion,1833,67.0,Fashion & Retail
Alexandra Daitch,1.7,United States,Cargill,1833,58.0,Food & Beverage
Henry Engelhardt,1.7,United States,insurance,1833,63.0,Finance & Investments
David Feffer,1.7,Brazil,pulp and paper,1833,64.0,Manufacturing
Paul Foster,1.7,United States,oil refining,1833,63.0,Energy
Bernd Freier,1.7,Germany,fashion retail,1833,64.0,Fashion & Retail
Robert Friedland,1.7,United States,mining,1833,70.0,Metals & Mining
Giammaria Giuliani,1.7,Switzerland,pharmaceuticals,1833,43.0,Healthcare
G. Gnanalingam,1.7,Malaysia,ports,1833,76.0,Logistics
Christopher Goldsbury,1.7,United States,salsa,1833,78.0,Food & Beverage
Said Gutseriev,1.7,Russia,"oil, retail",1833,32.0,Energy
Chang-Woo Han & family,1.7,Japan,pachinko parlors,1833,90.0,Gambling & Casinos
John Hancock,1.7,Australia,mining,1833,45.0,Metals & Mining
Patrick Hanrahan,1.7,United States,software,1833,65.0,Technology
Christoph Henkel,1.7,Germany,consumer goods,1833,63.0,Fashion & Retail
Anurang Jain,1.7,India,auto parts,1833,59.0,Manufacturing
Devendra Jain,1.7,India,chemicals,1833,92.0,Manufacturing
Jia Tianjiang & family,1.7,China,non-ferrous metals,1833,58.0,Metals & Mining
Eric Jing,1.7,China,e-commerce,1833,48.0,Technology
Chatchai Kaewbootta,1.7,Thailand,auto loans,1833,69.0,Finance & Investments
Sergei Katsiev,1.7,Russia,"retail, wholesale",1833,63.0,Fashion & Retail
Kim Sang-yeol,1.7,South Korea,construction,1833,60.0,Construction & Engineering
Kagemasa Kozuki,1.7,Japan,video games,1833,80.0,Technology
Edward Lampert,1.7,United States,Sears,1833,58.0,Finance & Investments
Lee Joon-ho,1.7,South Korea,online games,1833,56.0,Technology
Lee Seo-hyun,1.7,South Korea,Samsung,1833,47.0,Diversified
Jimmy John Liautaud,1.7,United States,sandwich chain,1833,57.0,Food & Beverage
David Lichtenstein,1.7,United States,real estate,1833,59.0,Real Estate
Bill Liu,1.7,China,electronics,1833,38.0,Technology
Ma Xiuhui,1.7,China,LED lighting,1833,50.0,Manufacturing
Sarah MacMillan,1.7,United States,Cargill,1833,67.0,Food & Beverage
Yves-Loic Martin,1.7,France,laboratory services,1833,55.0,Healthcare
Todd McKinnon,1.7,United States,software,1833,49.0,Technology
Shalom Meckenzie,1.7,Israel,★,1833,44.0,Gambling & Casinos
Gary Michelson,1.7,United States,medical patents,1833,72.0,Healthcare
Narendrakumar Parekh,1.7,India,adhesives,1833,82.0,Manufacturing
Jorge Perez,1.7,United States,real estate,1833,71.0,Real Estate
Markus Persson,1.7,Sweden,computer games,1833,41.0,Media & Entertainment
Nicholas Pritzker,1.7,United States,"hotels, investments",1833,77.0,Finance & Investments
Theodore Rachmat,1.7,Indonesia,diversified,1833,77.0,Diversified
Megdet Rahimkulov & family,1.7,Russia,investments,1833,75.0,Finance & Investments
Jerry Reinsdorf,1.7,United States,sports teams,1833,85.0,Sports
Mochtar Riady & family,1.7,Indonesia,diversified,1833,91.0,Diversified
Bianca Rinehart,1.7,Australia,mining,1833,44.0,Metals & Mining
Ginia Rinehart,1.7,Australia,mining,1833,34.0,Metals & Mining
Fernando Roig,1.7,Spain,supermarkets,1833,73.0,Fashion & Retail
Sheryl Sandberg,1.7,United States,Facebook,1833,51.0,Technology
Andres Santo Domingo,1.7,United States,beer,1833,42.0,Food & Beverage
Ivan Savvidis,1.7,Russia,agribusiness,1833,62.0,Diversified
Shao Genhuo,1.7,China,agribusiness,1833,55.0,Food & Beverage
Shao Qinxiang,1.7,China,diversified,1833,66.0,Manufacturing
Rajju Shroff,1.7,India,agrochemicals,1833,87.0,Manufacturing
Lucy Stitzer,1.7,United States,Cargill,1833,61.0,Food & Beverage
Djoko Susanto,1.7,Indonesia,supermarkets,1833,71.0,Fashion & Retail
Peter Szulczewski,1.7,Canada,e-commerce,1833,39.0,Technology
Vonnarat Tangkaravakoon,1.7,Thailand,"wire & cables, paints",1833,49.0,Manufacturing
Ion Tiriac,1.7,Romania,"banking, insurance",1833,81.0,Finance & Investments
Robert Toennies,1.7,Germany,meat processing,1833,42.0,Food & Beverage
Tung Ching Sai,1.7,China,manufacturing,1833,56.0,Manufacturing
Pavel Tykac,1.7,Czechia,coal mines,1833,56.0,Metals & Mining
Rufino Vigil Gonzalez,1.7,Mexico,steel,1833,72.0,Metals & Mining
Wang Junmin,1.7,China,pharmaceuticals,1833,52.0,Healthcare
Wang Yanqing & family,1.7,China,carbon fiber products,1833,74.0,Manufacturing
Charlotte Colket Weber,1.7,United States,Campbell Soup,1833,78.0,Food & Beverage
Hope Welker,1.7,Australia,mining,1833,35.0,Metals & Mining
Wu Ying,1.7,China,materials,1833,56.0,Manufacturing
Wu Yulan,1.7,China,pharmaceuticals,1833,51.0,Healthcare
Xie Weitong,1.7,Taiwan,cobalt,1833,64.0,Metals & Mining
Xu Xudong & family,1.7,China,auto parts,1833,51.0,Automotive
Yang Yunyun,1.7,China,retail,1833,44.0,Fashion & Retail
Ye Yanqiao,1.7,China,soy sauce,1833,51.0,Food & Beverage
Zeng Chaoyi,1.7,China,aluminum products,1833,52.0,Manufacturing
Zhang Guiping & family,1.7,China,real estate,1833,69.0,Real Estate
Faisal Bin Qassim Al Thani,1.6,Qatar,"hotels, diversified",1931,73.0,Diversified
Patricia Angelini Rossi,1.6,Chile,"forestry, mining",1931,67.0,Diversified
Lesley Bamberger,1.6,Netherlands,real estate,1931,55.0,Real Estate
William Boyd,1.6,United States,"casinos, banking",1931,89.0,Gambling & Casinos
Bernhard Braun-Luedicke,1.6,Germany,medical technology,1931,44.0,Healthcare
Eva Maria Braun-Luedicke,1.6,Germany,medical technology,1931,34.0,Healthcare
Friederike Braun-Luedicke,1.6,Germany,medical technology,1931,37.0,Healthcare
Amit Burman,1.6,India,consumer goods,1931,51.0,Food & Beverage
Jean-Pierre Cayard,1.6,France,spirits,1931,78.0,Food & Beverage
Chen Xuehua,1.6,China,nonferrous,1931,60.0,Metals & Mining
Chen Yung-tai,1.6,Taiwan,real estate,1931,85.0,Real Estate
Chen Zemin & family,1.6,China,food,1931,78.0,Food & Beverage
Ryan Cohen,1.6,Canada,investments,1931,35.0,Finance & Investments
Norbert Dentressangle,1.6,France,"transport, logistics",1931,66.0,Logistics
Mohammed Dewji,1.6,Tanzania,diversified,1931,45.0,Diversified
Ding Lieming & family,1.6,China,pharmaceuticals,1931,57.0,Healthcare
Domenico Dolce,1.6,Italy,luxury goods,1931,62.0,Fashion & Retail
Lisa Draexlmaier,1.6,Germany,auto parts,1931,30.0,Automotive
Alfredo Egydio Arruda Villela Filho,1.6,Brazil,banking,1931,51.0,Finance & Investments
Daniel Feffer,1.6,Brazil,pulp and paper,1931,61.0,Manufacturing
Jorge Feffer,1.6,Brazil,pulp and paper,1931,56.0,Manufacturing
Ruben Feffer,1.6,Brazil,pulp and paper,1931,51.0,Manufacturing
Henrik Fisker,1.6,United States,★,1931,57.0,Automotive
Miguel Fluxa Rossello,1.6,Spain,hotels,1931,82.0,Service
Donald Foss,1.6,United States,auto loans,1931,76.0,Automotive
Susumu Fujita,1.6,Japan,internet media,1931,47.0,Media & Entertainment
Stefano Gabbana,1.6,Italy,luxury goods,1931,58.0,Fashion & Retail
Alexandre Grendene Bartelle,1.6,Brazil,shoes,1931,71.0,Fashion & Retail
Geeta Gupta-Fisker,1.6,United Kingdom,★,1931,46.0,Automotive
Heikki Herlin,1.6,Finland,"elevators, escalators",1931,34.0,Manufacturing
Asok Kumar Hiranandani,1.6,Singapore,real estate,1931,66.0,Real Estate
Niranjan Hiranandani,1.6,India,real estate,1931,71.0,Real Estate
Ho Hung Anh,1.6,Vietnam,"consumer products, banking",1931,50.0,Finance & Investments
Huang Zhengcong,1.6,Hong Kong,electronics,1931,54.0,Technology
"B. Wayne Hughes, Jr.",1.6,United States,storage facilities,1931,60.0,Real Estate
Jiang Yintai & family,1.6,China,auto parts,1931,70.0,Automotive
Michael Jordan,1.6,United States,"Charlotte Hornets, endorsements",1931,58.0,Sports
Ke Guihua,1.6,China,auto parts,1931,55.0,Manufacturing
Alexander Klyachin,1.6,Russia,real estate,1931,53.0,Real Estate
William Koch,1.6,United States,"oil, investments",1931,80.0,Energy
Sebastian Kulczyk,1.6,Poland,diversified,1931,40.0,Finance & Investments
Robert Langer,1.6,United States,biotech,1931,72.0,Healthcare
Manuel Lao Hernandez,1.6,Spain,casinos,1931,76.0,Gambling & Casinos
Michael Lee-Chin,1.6,Canada,mutual funds,1931,70.0,Finance & Investments
Li Li,1.6,China,pharmaceuticals,1931,57.0,Healthcare
Li Zhen & family,1.6,China,lithium batteries,1931,57.0,Manufacturing
Liang Yanfeng & family,1.6,China,real estate,1931,56.0,Real Estate
Jenny Lindén Urnes,1.6,Sweden,powdered metal,1931,50.0,Manufacturing
Liu Yingqi,1.6,China,technology,1931,44.0,Technology
Catherine Lozick,1.6,United States,valve manufacturing,1931,75.0,Manufacturing
Gary Magness,1.6,United States,"cable TV, investments",1931,67.0,Media & Entertainment
Mao Lixiang & family,1.6,China,cooking appliances,1931,80.0,Technology
David Mindus,1.6,Sweden,real estate,1931,49.0,Real Estate
Massimo Moratti,1.6,Italy,oil refinery,1931,75.0,Energy
Mario Moretti Polegato & family,1.6,Italy,shoes,1931,68.0,Fashion & Retail
Ni Zugen,1.6,China,appliances,1931,64.0,Manufacturing
Kentaro Ogawa,1.6,Japan,restaurants,1931,72.0,Food & Beverage
Tomas Olivo Lopez,1.6,Spain,shopping centers,1931,47.0,Real Estate
Rubens Ometto Silveira Mello,1.6,Brazil,"sugar, ethanol",1931,71.0,Energy
Pan Gang,1.6,China,dairy,1931,50.0,Food & Beverage
Ajay Parekh,1.6,India,adhesives,1931,63.0,Manufacturing
David Paul,1.6,United States,medical devices,1931,54.0,Healthcare
Nelson Peltz,1.6,United States,investments,1931,78.0,Finance & Investments
Petro Poroshenko,1.6,Ukraine,confectionery,1931,55.0,Food & Beverage
G. Rajendran,1.6,India,jewellery,1931,78.0,Fashion & Retail
P.P. Reddy,1.6,India,infrastructure,1931,63.0,Construction & Engineering
Francisco Jose Riberas Mera,1.6,Spain,"steel, autoparts",1931,56.0,Manufacturing
Juan Maria Riberas Mera,1.6,Spain,"steel, investments",1931,52.0,Metals & Mining
Subhash Runwal,1.6,India,real estate,1931,77.0,Real Estate
Deniz Sahenk,1.6,Turkey,diversified,1931,75.0,Diversified
Bhadresh Shah,1.6,India,engineering,1931,69.0,Manufacturing
Shen Hua & family,1.6,United States,semiconductors,1931,58.0,Technology
Barry Silbert,1.6,United States,cryptocurrency,1931,44.0,Finance & Investments
